id,evidence_record_id,version_number,sha256,content_type,size_bytes,object_key,collected_at,collected_by,ingestion_run_id,created_at
ebdc348b-47eb-4b34-90b8-34e69ac6ddae,b308e9f1-0a84-4ccc-9f9b-7f0e55a1743b,1,5e3ef07b5d230744c3ecb7d5b7d34bd6a1f7b026cf10ddfa0c2df81ec38eb768,application/json,246,evidence/b308e9f1-0a84-4ccc-9f9b-7f0e55a1743b/v1/5e3ef07b5d230744c3ecb7d5b7d34bd6a1f7b026cf10ddfa0c2df81ec38eb768,2026-09-11 11:30:30+00,MOCK_CONFLUENCE,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:30.36197+00
1d477b22-d1d8-4bc5-a274-69091bb9254d,143efc76-45f6-4fab-aa5d-1f7e262799cc,1,3d8d4cb177f91079761cc08586eb37b6680af50f0e9d78d2905362fb9ef52bd4,application/json,249,evidence/143efc76-45f6-4fab-aa5d-1f7e262799cc/v1/3d8d4cb177f91079761cc08586eb37b6680af50f0e9d78d2905362fb9ef52bd4,2026-09-11 11:30:30+00,MOCK_CONFLUENCE,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:30.206375+00
bd45a128-864a-4156-acd6-f5043f655cfb,a6b1fe0f-d89a-4228-9a08-3b54d253457f,1,cc0799e8daabf1e9e3bada220ee05d193dcaaca966ca2398e70461321a7bad0b,application/json,249,evidence/a6b1fe0f-d89a-4228-9a08-3b54d253457f/v1/cc0799e8daabf1e9e3bada220ee05d193dcaaca966ca2398e70461321a7bad0b,2026-09-11 11:30:30+00,MOCK_CONFLUENCE,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:30.072342+00
f5bb3b8f-8f14-4ab3-99ac-0deb87c734d4,f06f0a91-b2c5-4878-8d70-bef959b40f0a,1,26028d0124ea55d6083f8b99f2262df0d37f7216b33c34bea7d9fbb3aaf9d4fc,application/json,252,evidence/f06f0a91-b2c5-4878-8d70-bef959b40f0a/v1/26028d0124ea55d6083f8b99f2262df0d37f7216b33c34bea7d9fbb3aaf9d4fc,2026-09-11 11:30:29+00,MOCK_CONFLUENCE,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:29.924727+00
59940704-564c-45c6-b1b9-1403a85e9fcf,0336fbce-2d9a-4411-ade0-6817693e16b5,1,8948d82d578860230eeb386fe7234f952d9f712fc77aff947198c8a1a838a0aa,application/json,252,evidence/0336fbce-2d9a-4411-ade0-6817693e16b5/v1/8948d82d578860230eeb386fe7234f952d9f712fc77aff947198c8a1a838a0aa,2026-09-11 11:30:29+00,MOCK_CONFLUENCE,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:29.754886+00
9095efc6-5e61-471c-8ce5-bde4e096eecf,4dffeb31-1b68-4ade-be6c-4bc759b62b86,1,c7ca9501fd3f5696289c55a40150ba4555951f3565caffe4c9d8f40d7685287c,application/json,248,evidence/4dffeb31-1b68-4ade-be6c-4bc759b62b86/v1/c7ca9501fd3f5696289c55a40150ba4555951f3565caffe4c9d8f40d7685287c,2026-09-11 11:30:29+00,MOCK_GITHUB,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:29.552961+00
85b343aa-a50e-47d6-87e5-15bdc45ce197,0ef9d6b7-8347-46c4-b370-8781577ac103,1,60124cb4e886cceeda29a6baca1d5c4eb1506a75dcbb0ca622bef0ed0419ad6c,application/json,247,evidence/0ef9d6b7-8347-46c4-b370-8781577ac103/v1/60124cb4e886cceeda29a6baca1d5c4eb1506a75dcbb0ca622bef0ed0419ad6c,2026-09-11 11:30:29+00,MOCK_GITHUB,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:29.35408+00
16e7f19f-0d84-4365-9038-b4f726698a06,f5a89b44-40ee-4d79-be0d-52981d4fccb8,1,38bb9afd90a5e1ed1575b209e1bbaa778f7bb2f1f0cf3c563c204cb76708ea1a,application/json,251,evidence/f5a89b44-40ee-4d79-be0d-52981d4fccb8/v1/38bb9afd90a5e1ed1575b209e1bbaa778f7bb2f1f0cf3c563c204cb76708ea1a,2026-09-11 11:30:29+00,MOCK_GITHUB,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:29.199723+00
15b7f23a-6c6a-4695-8e83-59b0175a7260,2f6f0fea-af62-414b-9466-8f7c3545f08c,1,a6adc4233c7389a9a2656b7fae454d684c43b037d82e86052a13de43c8b289e1,application/json,250,evidence/2f6f0fea-af62-414b-9466-8f7c3545f08c/v1/a6adc4233c7389a9a2656b7fae454d684c43b037d82e86052a13de43c8b289e1,2026-09-11 11:30:29+00,MOCK_GITHUB,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:29.064618+00
78bcfb1b-7257-4bce-9de4-d98ab4bcb4b3,c7f74af8-ac48-40b8-9d30-c91333502c90,1,21c45b4fb7fa0add43d10cf4335be60d70b173cd12a14843986fd22b0c71b67b,application/json,254,evidence/c7f74af8-ac48-40b8-9d30-c91333502c90/v1/21c45b4fb7fa0add43d10cf4335be60d70b173cd12a14843986fd22b0c71b67b,2026-09-11 11:30:28+00,MOCK_GITHUB,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:28.915973+00
7d0ac163-cc34-44bc-ba74-2506c293b25a,68f14189-7535-4d6b-8248-240cba719988,1,b267f210fab9f26aa8fd1783e1a2e2ed930e1dc4bac59583cebef14254fe26f9,application/json,253,evidence/68f14189-7535-4d6b-8248-240cba719988/v1/b267f210fab9f26aa8fd1783e1a2e2ed930e1dc4bac59583cebef14254fe26f9,2026-09-11 11:30:28+00,MOCK_GITHUB,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:28.756641+00
486e65ed-80f9-4972-8705-2ed798c9c7f0,1fcded45-4a69-448d-b7ee-0d2ecec1b756,1,7cbb8d59dca0cf9ecd3ad597467677fef1be46a693e8cb6a8eb6d7382f2c157f,application/json,257,evidence/1fcded45-4a69-448d-b7ee-0d2ecec1b756/v1/7cbb8d59dca0cf9ecd3ad597467677fef1be46a693e8cb6a8eb6d7382f2c157f,2026-09-11 11:30:28+00,MOCK_SERVICENOW,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:28.505881+00
c5290150-2d8e-4aea-9ab3-6404e15a1e9b,9076961c-3a84-4eb9-9486-382494aa5465,1,8ced43e9918dad143cb579378856c57805c787d1e4159d36f0ba99f8c867698a,application/json,250,evidence/9076961c-3a84-4eb9-9486-382494aa5465/v1/8ced43e9918dad143cb579378856c57805c787d1e4159d36f0ba99f8c867698a,2026-09-11 11:30:28+00,MOCK_SERVICENOW,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:28.283361+00
d591b5c8-65ea-429b-999e-8b240c2a62b9,de79ade6-33f5-4b94-8702-e2a1bc8e6d2a,1,21995825252355ca614ae22a794790ba4821a131aa333a1705c0c2b146e7442c,application/json,260,evidence/de79ade6-33f5-4b94-8702-e2a1bc8e6d2a/v1/21995825252355ca614ae22a794790ba4821a131aa333a1705c0c2b146e7442c,2026-09-11 11:30:27+00,MOCK_SERVICENOW,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:28.13193+00
1d83699c-87a7-41e8-a9a6-944f124d46e7,59e7bbac-f4c0-4dc9-a7f2-79d724016b3c,1,9deb3cf198e02f408831ab0cab3ee06a5577f56cc8f85689eacb7f1cc68f9115,application/json,253,evidence/59e7bbac-f4c0-4dc9-a7f2-79d724016b3c/v1/9deb3cf198e02f408831ab0cab3ee06a5577f56cc8f85689eacb7f1cc68f9115,2026-09-11 11:30:27+00,MOCK_SERVICENOW,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:27.854757+00
401124ce-b3b2-4871-99a7-d77fbc52cc52,094d97c3-857c-41dd-82c9-40f268b01ab6,1,9873f8b71d60ac07682b0ee9f3b533dc0c626733d42988b3cb40997879a7a500,application/json,263,evidence/094d97c3-857c-41dd-82c9-40f268b01ab6/v1/9873f8b71d60ac07682b0ee9f3b533dc0c626733d42988b3cb40997879a7a500,2026-09-11 11:30:27+00,MOCK_SERVICENOW,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:27.694144+00
09b2dff6-e5f8-4b8b-915d-7fa8f5a4364a,64519cc0-9a78-4bb1-9027-3c2e1fe16e5f,1,0ed3b005a599b1105ae870f659c3487408fc9d253ba65172fa2a7ed5715cc0c1,application/json,256,evidence/64519cc0-9a78-4bb1-9027-3c2e1fe16e5f/v1/0ed3b005a599b1105ae870f659c3487408fc9d253ba65172fa2a7ed5715cc0c1,2026-09-11 11:30:27+00,MOCK_SERVICENOW,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:27.488163+00
e1cbe1ff-393e-4be0-9568-27c590072423,912a56a8-99fd-497b-875f-55b3dd83cacb,1,fb7ca944a2def7b51d536779193697b99b0085c177eecb5d8c2992f3ee2eef26,application/json,236,evidence/912a56a8-99fd-497b-875f-55b3dd83cacb/v1/fb7ca944a2def7b51d536779193697b99b0085c177eecb5d8c2992f3ee2eef26,2026-09-11 11:30:27+00,MOCK_JIRA,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:27.295357+00
5fde5343-162c-4444-8d77-8c55c8f5a035,715e07be-0886-41c6-aea2-c8ab7be7e612,1,56030241f80a5675751a698a1958bf384820f29247aed05a84a131dc0677349c,application/json,239,evidence/715e07be-0886-41c6-aea2-c8ab7be7e612/v1/56030241f80a5675751a698a1958bf384820f29247aed05a84a131dc0677349c,2026-09-11 11:30:27+00,MOCK_JIRA,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:27.130506+00
cd01e24a-3c57-4f10-a25e-4d228bcb9ff5,1fc33b73-84d8-4cd3-a23a-4f04b9fb6281,1,1de785b573d9c67a5cdacf3e8bc8c681e9fbe7b6c4f0fdf317f45b712b64b6ea,application/json,239,evidence/1fc33b73-84d8-4cd3-a23a-4f04b9fb6281/v1/1de785b573d9c67a5cdacf3e8bc8c681e9fbe7b6c4f0fdf317f45b712b64b6ea,2026-09-11 11:30:26+00,MOCK_JIRA,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:26.941225+00
7e357eed-c2f4-4494-af13-c0c4837fe785,28996a02-0c9d-4eb9-8613-61fe86a0e4ce,1,dfd9110aa9fdfa8524176aa80400932e63217b6dd7b129fc8b25f5a481dc34e0,application/json,242,evidence/28996a02-0c9d-4eb9-8613-61fe86a0e4ce/v1/dfd9110aa9fdfa8524176aa80400932e63217b6dd7b129fc8b25f5a481dc34e0,2026-09-11 11:30:26+00,MOCK_JIRA,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:26.74179+00
e1b869d3-31bf-4ec0-9704-418bc1260107,af9f022e-a0c3-4eb2-b71b-7dda8c0512a5,1,49e06e45a3d94c6bedefdcef64cc604c2f08fc6fe2ef33d3d6eafb674804c7e7,application/json,242,evidence/af9f022e-a0c3-4eb2-b71b-7dda8c0512a5/v1/49e06e45a3d94c6bedefdcef64cc604c2f08fc6fe2ef33d3d6eafb674804c7e7,2026-09-11 11:30:26+00,MOCK_JIRA,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:26.508303+00
dee7ee9f-5cc5-4228-ba26-79fede5bc697,fde821ae-00f6-40a4-9acb-96930cf660d7,1,8d05c7c97597f9bee336e804a26144fe44ddc9000bf9af039e3766cab6beb878,application/json,245,evidence/fde821ae-00f6-40a4-9acb-96930cf660d7/v1/8d05c7c97597f9bee336e804a26144fe44ddc9000bf9af039e3766cab6beb878,2026-09-11 11:30:26+00,MOCK_JIRA,d55f9753-ec9c-405a-8304-71d591e8d7b4,2026-09-11 11:30:26.133735+00
063f1133-95c1-47c5-9840-85621dbc1d1a,7cd1dcc8-6e1e-4b83-8f45-3e022ef51217,1,fa783194d2d35eae238f5f242291033634f95e33a0fbf2b12a2a14bbe82eb24b,application/json,420,evidence/7cd1dcc8-6e1e-4b83-8f45-3e022ef51217/v1/fa783194d2d35eae238f5f242291033634f95e33a0fbf2b12a2a14bbe82eb24b,2026-09-11 11:14:58.819885+00,predefined-query,,2026-09-11 11:14:58.821066+00
c13f99d6-8983-40a2-aa5f-1b51197ccf62,7eae4af9-4b6f-447d-8189-4afd6c18d9d9,1,9073f6dd06d646cbc6366911a53929fb5cc1ef17d8419587e8e704955f8baf67,application/json,376,evidence/7eae4af9-4b6f-447d-8189-4afd6c18d9d9/v1/9073f6dd06d646cbc6366911a53929fb5cc1ef17d8419587e8e704955f8baf67,2026-09-11 11:14:11.333554+00,predefined-query,,2026-09-11 11:14:11.358604+00
5023fbe0-e77b-4116-8d15-f61c14103a64,bca83c7b-fc1e-4c26-bbdc-66347057f7df,1,c1f03cd91d1022d4d4c800c3bbcea725871ad50522b6bd6209982b50e72c062f,application/json,105,evidence/bca83c7b-fc1e-4c26-bbdc-66347057f7df/v1/c1f03cd91d1022d4d4c800c3bbcea725871ad50522b6bd6209982b50e72c062f,2026-08-20 09:00:00+00,demo-seed,,2026-09-11 09:35:04.345939+00
bba90ca5-7bdf-4353-b481-bd445fef7694,8e459fff-8d37-4ff1-a141-aabbaf21753e,1,5a2e62b61fbbae5ada2a184b2f09e9baa3b1b16fa01880ed06290fcc97d53762,application/json,95,evidence/8e459fff-8d37-4ff1-a141-aabbaf21753e/v1/5a2e62b61fbbae5ada2a184b2f09e9baa3b1b16fa01880ed06290fcc97d53762,2026-08-19 09:00:00+00,demo-seed,,2026-09-11 09:35:04.038373+00
1b295afc-8b54-4e32-8685-d35a2fac499c,63644056-4f18-4cd7-8f26-e2610beb410a,1,ad46d609dabaa4a106e5d9658fd2a613cef49b5f8b6231bdd71d5226a7d36167,application/json,96,evidence/63644056-4f18-4cd7-8f26-e2610beb410a/v1/ad46d609dabaa4a106e5d9658fd2a613cef49b5f8b6231bdd71d5226a7d36167,2026-08-18 09:00:00+00,demo-seed,,2026-09-11 09:35:03.713867+00
2764afa6-39bf-461f-8c8b-11231f01c823,1d234faa-cc9e-4e5f-8f1a-ab4ddb63591f,1,3349e22880e29ab93489ae719f407feeb7880898f2f1e0487bf6c83a14e9c6c8,application/json,102,evidence/1d234faa-cc9e-4e5f-8f1a-ab4ddb63591f/v1/3349e22880e29ab93489ae719f407feeb7880898f2f1e0487bf6c83a14e9c6c8,2026-08-17 09:00:00+00,demo-seed,,2026-09-11 09:35:03.425418+00
ba07000d-d77b-401b-97e9-65f2886589ad,a1535330-c7db-416f-a66b-12e32ea00490,1,ac4ac55510e3a784d0c095631bb42938cc12be7b4dcea6d374a767ed058664a7,application/json,99,evidence/a1535330-c7db-416f-a66b-12e32ea00490/v1/ac4ac55510e3a784d0c095631bb42938cc12be7b4dcea6d374a767ed058664a7,2026-08-16 09:00:00+00,demo-seed,,2026-09-11 09:35:03.199551+00
3dfcf862-4842-434e-870c-cf7fd2da8a23,f0594414-f070-4f31-88a1-0506214ba1f4,1,d9a422dff085e2a970f0b2509dc4a42eb21a8f191f7e088f40d3fbfed90df10e,application/json,105,evidence/f0594414-f070-4f31-88a1-0506214ba1f4/v1/d9a422dff085e2a970f0b2509dc4a42eb21a8f191f7e088f40d3fbfed90df10e,2026-08-15 09:00:00+00,demo-seed,,2026-09-11 09:35:02.892963+00
ef0048e5-1374-43b3-b269-8f12f05fa534,a6e750f0-6578-4864-9d84-fe2d0f11dbd5,1,358536887a3127eb4236fcc539a7c289332e0ee5f2a18032200bd0f6202c66ee,application/json,102,evidence/a6e750f0-6578-4864-9d84-fe2d0f11dbd5/v1/358536887a3127eb4236fcc539a7c289332e0ee5f2a18032200bd0f6202c66ee,2026-08-14 09:00:00+00,demo-seed,,2026-09-11 09:35:00.597954+00
